"COVID-19_Season","Week_ID","Current_Season_Week_Ending_Label","MMWR_Week_Order","MMWR_Year","MMWR_Week","MMWR_Day","Setting","Doses","Cumulative_Doses","Location_and_Flu_Season_Order","Current_Through","Age_Group"
"2023-2024","2024 Jun 29 12:00:00 AM","2025 Jun 28 12:00:00 AM","45","2,024","26","7","Physician Medical Office","15,890","2,745,477","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jun 29 12:00:00 AM","2025 Jun 28 12:00:00 AM","45","2,024","26","7","Physician Medical Office","5,106","878,799","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Jun 29 12:00:00 AM","2025 Jun 28 12:00:00 AM","45","2,024","26","7","Physician Medical Office","7,777","1,592,664","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Jun 29 12:00:00 AM","2025 Jun 28 12:00:00 AM","45","2,024","26","7","Physician Medical Office","2,670","713,863","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Jun 29 12:00:00 AM","2025 Jun 28 12:00:00 AM","45","2,024","26","7","Physician Medical Office","5,340","862,675","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Jun 29 12:00:00 AM","2025 Jun 28 12:00:00 AM","45","2,024","26","7","Physician Medical Office","8,113","1,152,809","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Jun 29 12:00:00 AM","2025 Jun 28 12:00:00 AM","45","2,024","26","7","Physician Medical Office","3,919","590,033","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jul 06 12:00:00 AM","2025 Jul 05 12:00:00 AM","46","2,024","27","7","Physician Medical Office","11,380","2,756,857","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jul 06 12:00:00 AM","2025 Jul 05 12:00:00 AM","46","2,024","27","7","Physician Medical Office","3,878","882,677","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Jul 06 12:00:00 AM","2025 Jul 05 12:00:00 AM","46","2,024","27","7","Physician Medical Office","5,778","1,598,442","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Jul 06 12:00:00 AM","2025 Jul 05 12:00:00 AM","46","2,024","27","7","Physician Medical Office","1,900","715,763","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Jul 06 12:00:00 AM","2025 Jul 05 12:00:00 AM","46","2,024","27","7","Physician Medical Office","3,395","866,070","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Jul 06 12:00:00 AM","2025 Jul 05 12:00:00 AM","46","2,024","27","7","Physician Medical Office","5,602","1,158,411","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Jul 06 12:00:00 AM","2025 Jul 05 12:00:00 AM","46","2,024","27","7","Physician Medical Office","2,882","592,915","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jul 13 12:00:00 AM","2025 Jul 12 12:00:00 AM","47","2,024","28","7","Physician Medical Office","12,755","2,769,612","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jul 13 12:00:00 AM","2025 Jul 12 12:00:00 AM","47","2,024","28","7","Physician Medical Office","4,120","886,797","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Jul 13 12:00:00 AM","2025 Jul 12 12:00:00 AM","47","2,024","28","7","Physician Medical Office","6,171","1,604,613","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Jul 13 12:00:00 AM","2025 Jul 12 12:00:00 AM","47","2,024","28","7","Physician Medical Office","2,051","717,814","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Jul 13 12:00:00 AM","2025 Jul 12 12:00:00 AM","47","2,024","28","7","Physician Medical Office","4,179","870,249","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Jul 13 12:00:00 AM","2025 Jul 12 12:00:00 AM","47","2,024","28","7","Physician Medical Office","6,584","1,164,995","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Jul 13 12:00:00 AM","2025 Jul 12 12:00:00 AM","47","2,024","28","7","Physician Medical Office","3,253","596,168","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jul 20 12:00:00 AM","2025 Jul 19 12:00:00 AM","48","2,024","29","7","Physician Medical Office","10,531","2,780,143","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jul 20 12:00:00 AM","2025 Jul 19 12:00:00 AM","48","2,024","29","7","Physician Medical Office","3,320","890,117","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Jul 20 12:00:00 AM","2025 Jul 19 12:00:00 AM","48","2,024","29","7","Physician Medical Office","5,196","1,609,809","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Jul 20 12:00:00 AM","2025 Jul 19 12:00:00 AM","48","2,024","29","7","Physician Medical Office","1,875","719,689","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Jul 20 12:00:00 AM","2025 Jul 19 12:00:00 AM","48","2,024","29","7","Physician Medical Office","3,340","873,589","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Jul 20 12:00:00 AM","2025 Jul 19 12:00:00 AM","48","2,024","29","7","Physician Medical Office","5,336","1,170,331","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Jul 20 12:00:00 AM","2025 Jul 19 12:00:00 AM","48","2,024","29","7","Physician Medical Office","2,702","598,870","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jul 27 12:00:00 AM","2025 Jul 26 12:00:00 AM","49","2,024","30","7","Physician Medical Office","9,978","2,790,121","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jul 27 12:00:00 AM","2025 Jul 26 12:00:00 AM","49","2,024","30","7","Physician Medical Office","3,394","893,511","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Jul 27 12:00:00 AM","2025 Jul 26 12:00:00 AM","49","2,024","30","7","Physician Medical Office","4,955","1,614,764","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Jul 27 12:00:00 AM","2025 Jul 26 12:00:00 AM","49","2,024","30","7","Physician Medical Office","1,560","721,249","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Jul 27 12:00:00 AM","2025 Jul 26 12:00:00 AM","49","2,024","30","7","Physician Medical Office","3,097","876,686","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Jul 27 12:00:00 AM","2025 Jul 26 12:00:00 AM","49","2,024","30","7","Physician Medical Office","5,023","1,175,354","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Jul 27 12:00:00 AM","2025 Jul 26 12:00:00 AM","49","2,024","30","7","Physician Medical Office","2,472","601,342","38","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Aug 03 12:00:00 AM","2025 Aug 02 12:00:00 AM","50","2,024","31","7","Physician Medical Office","7,186","2,797,307","38","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Aug 03 12:00:00 AM","2025 Aug 02 12:00:00 AM","50","2,024","31","7","Physician Medical Office","2,428","895,939","38","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Aug 03 12:00:00 AM","2025 Aug 02 12:00:00 AM","50","2,024","31","7","Physician Medical Office","3,627","1,618,391","38","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Aug 03 12:00:00 AM","2025 Aug 02 12:00:00 AM","50","2,024","31","7","Physician Medical Office","1,199","722,448","38","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Aug 03 12:00:00 AM","2025 Aug 02 12:00:00 AM","50","2,024","31","7","Physician Medical Office","2,346","879,032","38","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Aug 03 12:00:00 AM","2025 Aug 02 12:00:00 AM","50","2,024","31","7","Physician Medical Office","3,560","1,178,914","38","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Aug 03 12:00:00 AM","2025 Aug 02 12:00:00 AM","50","2,024","31","7","Physician Medical Office","1,687","603,029","38","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Aug 31 12:00:00 AM","2024 Aug 31 12:00:00 AM","1","2,024","35","7","Physician Medical Office","5,575","5,575","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Aug 31 12:00:00 AM","2024 Aug 31 12:00:00 AM","1","2,024","35","7","Physician Medical Office","1,431","1,431","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Aug 31 12:00:00 AM","2024 Aug 31 12:00:00 AM","1","2,024","35","7","Physician Medical Office","2,933","2,933","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Aug 31 12:00:00 AM","2024 Aug 31 12:00:00 AM","1","2,024","35","7","Physician Medical Office","1,502","1,502","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Aug 31 12:00:00 AM","2024 Aug 31 12:00:00 AM","1","2,024","35","7","Physician Medical Office","1,880","1,880","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Aug 31 12:00:00 AM","2024 Aug 31 12:00:00 AM","1","2,024","35","7","Physician Medical Office","2,642","2,642","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Aug 31 12:00:00 AM","2024 Aug 31 12:00:00 AM","1","2,024","35","7","Physician Medical Office","1,363","1,363","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Sep 07 12:00:00 AM","2024 Sep 07 12:00:00 AM","2","2,024","36","7","Physician Medical Office","29,234","34,809","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Sep 07 12:00:00 AM","2024 Sep 07 12:00:00 AM","2","2,024","36","7","Physician Medical Office","6,522","7,953","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Sep 07 12:00:00 AM","2024 Sep 07 12:00:00 AM","2","2,024","36","7","Physician Medical Office","13,865","16,798","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Sep 07 12:00:00 AM","2024 Sep 07 12:00:00 AM","2","2,024","36","7","Physician Medical Office","7,342","8,844","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Sep 07 12:00:00 AM","2024 Sep 07 12:00:00 AM","2","2,024","36","7","Physician Medical Office","11,007","12,887","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Sep 07 12:00:00 AM","2024 Sep 07 12:00:00 AM","2","2,024","36","7","Physician Medical Office","15,369","18,011","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Sep 07 12:00:00 AM","2024 Sep 07 12:00:00 AM","2","2,024","36","7","Physician Medical Office","7,724","9,087","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Sep 14 12:00:00 AM","2024 Sep 14 12:00:00 AM","3","2,024","37","7","Physician Medical Office","88,217","123,026","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Sep 14 12:00:00 AM","2024 Sep 14 12:00:00 AM","3","2,024","37","7","Physician Medical Office","23,757","31,710","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Sep 14 12:00:00 AM","2024 Sep 14 12:00:00 AM","3","2,024","37","7","Physician Medical Office","47,212","64,010","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Sep 14 12:00:00 AM","2024 Sep 14 12:00:00 AM","3","2,024","37","7","Physician Medical Office","23,455","32,299","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Sep 14 12:00:00 AM","2024 Sep 14 12:00:00 AM","3","2,024","37","7","Physician Medical Office","30,952","43,839","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Sep 14 12:00:00 AM","2024 Sep 14 12:00:00 AM","3","2,024","37","7","Physician Medical Office","41,005","59,016","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Sep 14 12:00:00 AM","2024 Sep 14 12:00:00 AM","3","2,024","37","7","Physician Medical Office","20,332","29,419","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Sep 21 12:00:00 AM","2024 Sep 21 12:00:00 AM","4","2,024","38","7","Physician Medical Office","155,461","278,487","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Sep 21 12:00:00 AM","2024 Sep 21 12:00:00 AM","4","2,024","38","7","Physician Medical Office","42,850","74,560","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Sep 21 12:00:00 AM","2024 Sep 21 12:00:00 AM","4","2,024","38","7","Physician Medical Office","82,729","146,739","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Sep 21 12:00:00 AM","2024 Sep 21 12:00:00 AM","4","2,024","38","7","Physician Medical Office","39,878","72,177","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Sep 21 12:00:00 AM","2024 Sep 21 12:00:00 AM","4","2,024","38","7","Physician Medical Office","53,163","97,002","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Sep 21 12:00:00 AM","2024 Sep 21 12:00:00 AM","4","2,024","38","7","Physician Medical Office","72,733","131,749","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Sep 21 12:00:00 AM","2024 Sep 21 12:00:00 AM","4","2,024","38","7","Physician Medical Office","37,063","66,482","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Sep 28 12:00:00 AM","2024 Sep 28 12:00:00 AM","5","2,024","39","7","Physician Medical Office","209,115","487,602","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Sep 28 12:00:00 AM","2024 Sep 28 12:00:00 AM","5","2,024","39","7","Physician Medical Office","56,265","130,825","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Sep 28 12:00:00 AM","2024 Sep 28 12:00:00 AM","5","2,024","39","7","Physician Medical Office","107,861","254,600","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Sep 28 12:00:00 AM","2024 Sep 28 12:00:00 AM","5","2,024","39","7","Physician Medical Office","51,596","123,773","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Sep 28 12:00:00 AM","2024 Sep 28 12:00:00 AM","5","2,024","39","7","Physician Medical Office","71,873","168,875","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Sep 28 12:00:00 AM","2024 Sep 28 12:00:00 AM","5","2,024","39","7","Physician Medical Office","101,254","233,003","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Sep 28 12:00:00 AM","2024 Sep 28 12:00:00 AM","5","2,024","39","7","Physician Medical Office","52,162","118,644","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Oct 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","6","2,024","40","7","Physician Medical Office","265,819","753,421","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Oct 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","6","2,024","40","7","Physician Medical Office","72,891","203,716","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Oct 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","6","2,024","40","7","Physician Medical Office","136,071","390,671","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Oct 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","6","2,024","40","7","Physician Medical Office","63,180","186,953","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Oct 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","6","2,024","40","7","Physician Medical Office","86,266","255,141","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Oct 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","6","2,024","40","7","Physician Medical Office","129,748","362,751","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Oct 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","6","2,024","40","7","Physician Medical Office","71,217","189,861","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Oct 12 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,024","41","7","Physician Medical Office","278,911","1,032,332","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Oct 12 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,024","41","7","Physician Medical Office","78,268","281,984","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Oct 12 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,024","41","7","Physician Medical Office","144,737","535,408","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Oct 12 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,024","41","7","Physician Medical Office","66,468","253,421","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Oct 12 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,024","41","7","Physician Medical Office","88,224","343,365","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Oct 12 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,024","41","7","Physician Medical Office","134,174","496,925","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Oct 12 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,024","41","7","Physician Medical Office","74,322","264,183","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Oct 19 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,024","42","7","Physician Medical Office","274,020","1,306,352","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Oct 19 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,024","42","7","Physician Medical Office","80,165","362,149","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Oct 19 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,024","42","7","Physician Medical Office","146,463","681,871","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Oct 19 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,024","42","7","Physician Medical Office","66,298","319,719","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Oct 19 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,024","42","7","Physician Medical Office","84,773","428,138","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Oct 19 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,024","42","7","Physician Medical Office","127,557","624,482","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Oct 19 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,024","42","7","Physician Medical Office","71,490","335,673","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Oct 26 12:00:00 AM","2024 Oct 26 12:00:00 AM","9","2,024","43","7","Physician Medical Office","267,026","1,573,378","39","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Oct 26 12:00:00 AM","2024 Oct 26 12:00:00 AM","9","2,024","43","7","Physician Medical Office","78,149","440,298","39","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Oct 26 12:00:00 AM","2024 Oct 26 12:00:00 AM","9","2,024","43","7","Physician Medical Office","142,812","824,683","39","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Oct 26 12:00:00 AM","2024 Oct 26 12:00:00 AM","9","2,024","43","7","Physician Medical Office","64,663","384,382","39","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Oct 26 12:00:00 AM","2024 Oct 26 12:00:00 AM","9","2,024","43","7","Physician Medical Office","81,714","509,852","39","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Oct 26 12:00:00 AM","2024 Oct 26 12:00:00 AM","9","2,024","43","7","Physician Medical Office","124,214","748,696","39","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Oct 26 12:00:00 AM","2024 Oct 26 12:00:00 AM","9","2,024","43","7","Physician Medical Office","70,469","406,142","39","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Oct 12 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,024","41","6","Pharmacy","511,321","2,749,111","29","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2023 Sep 16 12:00:00 AM","2024 Sep 14 12:00:00 AM","3","2,023","37","6","Pharmacy","42,099","42,099","28","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Sep 07 12:00:00 AM","2024 Sep 07 12:00:00 AM","2","2,024","36","6","Pharmacy","1,030,904","1,460,290","29","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 May 04 12:00:00 AM","2025 May 03 12:00:00 AM","37","2,024","18","6","Pharmacy","55,782","12,489,528","28","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2023 Dec 23 12:00:00 AM","2024 Dec 21 12:00:00 AM","17","2,023","51","6","Pharmacy","748,681","26,686,594","28","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2023 Dec 30 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,023","52","6","Pharmacy","87,312","6,558,473","28","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jun 29 12:00:00 AM","2025 Jun 28 12:00:00 AM","45","2,024","26","6","Pharmacy","12,144","7,220,489","28","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Aug 03 12:00:00 AM","2025 Aug 02 12:00:00 AM","50","2,024","31","6","Pharmacy","66,957","32,676,465","28","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Aug 03 12:00:00 AM","2025 Aug 02 12:00:00 AM","50","2,024","31","6","Pharmacy","32,238","14,880,047","28","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2023 Sep 23 12:00:00 AM","2024 Sep 21 12:00:00 AM","4","2,023","38","6","Pharmacy","752,254","794,353","28","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2023 Nov 04 12:00:00 AM","2024 Nov 02 12:00:00 AM","10","2,023","44","6","Pharmacy","790,104","7,790,905","28","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2023 Dec 16 12:00:00 AM","2024 Dec 14 12:00:00 AM","16","2,023","50","6","Pharmacy","288,948","10,366,095","28","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 May 04 12:00:00 AM","2025 May 03 12:00:00 AM","37","2,024","18","6","Pharmacy","135,249","31,452,843","28","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jun 22 12:00:00 AM","2025 Jun 21 12:00:00 AM","44","2,024","25","6","Pharmacy","24,656","7,970,618","28","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2023 Dec 30 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,023","52","6","Pharmacy","134,655","6,356,411","28","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Jan 20 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,024","3","6","Pharmacy","193,124","13,459,992","28","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Oct 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","6","2,024","40","6","Pharmacy","1,038,287","4,665,242","29","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2023 Dec 09 12:00:00 AM","2024 Dec 07 12:00:00 AM","15","2,023","49","6","Pharmacy","242,072","5,718,526","28","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Jul 06 12:00:00 AM","2025 Jul 05 12:00:00 AM","46","2,024","27","6","Pharmacy","11,951","7,232,440","28","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Apr 20 12:00:00 AM","2025 Apr 19 12:00:00 AM","35","2,024","16","6","Pharmacy","22,957","7,281,230","28","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Jan 27 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,024","4","6","Pharmacy","103,395","11,436,223","28","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Jan 27 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,024","4","6","Pharmacy","60,159","6,910,361","28","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jul 20 12:00:00 AM","2025 Jul 19 12:00:00 AM","48","2,024","29","6","Pharmacy","39,298","14,811,305","28","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Aug 31 12:00:00 AM","2024 Aug 31 12:00:00 AM","1","2,024","35","6","Pharmacy","309,225","309,225","29","2025 Apr 12 12:00:00 AM","60-74"
"2024-2025","2024 Oct 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","6","2,024","40","6","Pharmacy","1,447,456","7,239,628","29","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2023 Nov 18 12:00:00 AM","2024 Nov 16 12:00:00 AM","12","2,023","46","6","Pharmacy","1,482,989","22,256,101","28","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2023 Oct 14 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,023","41","6","Pharmacy","1,473,562","4,982,028","28","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 May 25 12:00:00 AM","2025 May 24 12:00:00 AM","40","2,024","21","6","Pharmacy","13,287","7,160,150","28","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Sep 07 12:00:00 AM","2024 Sep 07 12:00:00 AM","2","2,024","36","6","Pharmacy","1,691,313","2,391,785","29","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2023 Oct 14 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,023","41","6","Pharmacy","1,862,119","6,561,203","28","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Mar 30 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,024","13","6","Pharmacy","30,580","7,207,753","28","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Mar 02 12:00:00 AM","2025 Mar 01 12:00:00 AM","28","2,024","9","6","Pharmacy","55,259","15,666,203","28","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2023 Nov 11 12:00:00 AM","2024 Nov 09 12:00:00 AM","11","2,023","45","6","Pharmacy","875,691","11,506,113","28","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Jan 20 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,024","3","6","Pharmacy","125,172","11,332,828","28","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Jun 29 12:00:00 AM","2025 Jun 28 12:00:00 AM","45","2,024","26","6","Pharmacy","25,987","7,996,605","28","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jun 01 12:00:00 AM","2025 May 31 12:00:00 AM","41","2,024","22","6","Pharmacy","11,890","7,172,040","28","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Feb 03 12:00:00 AM","2025 Feb 01 12:00:00 AM","24","2,024","5","6","Pharmacy","120,118","13,727,618","28","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Feb 24 12:00:00 AM","2025 Feb 22 12:00:00 AM","27","2,024","8","6","Pharmacy","69,820","13,972,984","28","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Mar 30 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,024","13","6","Pharmacy","240,686","30,613,110","28","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Oct 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","6","2,024","40","6","Pharmacy","2,485,742","11,904,868","29","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2023 Nov 11 12:00:00 AM","2024 Nov 09 12:00:00 AM","11","2,023","45","6","Pharmacy","1,738,644","20,773,112","28","2025 Apr 12 12:00:00 AM","18+"
